Price,Neighborhood,Floor,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,Concierge,Jogging Trail,Play Room,Storage Space,occupancy
10000,15,1.0,33.0,0,1,1.0,0.0,0,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
15000,14,21.0,20.91,0,1,1.0,0.0,0,0,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
27000,6,43.0,34.0,0,1,1.0,1.0,1,0,1,0,4.4,126.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1
75000,7,22.0,103.0,3,2,1.0,0.0,1,1,1,2,4.5,839.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
22000,4,15.0,30.0,0,1,1.0,1.0,0,0,1,0,3.9,10.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
50000,3,15.0,61.0,1,1,1.0,0.0,1,0,0,0,4.4,44.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
25000,4,26.0,36.0,0,1,1.0,0.0,0,0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
9000,15,3.0,26.0,0,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
35000,9,15.0,37.0,1,1,1.0,1.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0
25000,3,26.0,32.0,0,1,1.0,0.0,0,0,0,0,4.3,23.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0
20000,10,2.0,31.0,2,1,1.0,0.0,0,0,0,0,4.2,85.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
25000,4,15.0,35.0,0,1,1.0,0.0,1,0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
78000,6,15.0,191.0,3,3,1.0,1.0,1,1,1,0,5.0,1.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
20000,7,20.0,21.0,0,1,1.0,0.0,0,0,0,0,3.9,87.0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
63000,9,21.0,73.0,2,2,1.0,1.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
28000,9,18.0,47.0,1,1,1.0,0.0,0,1,0,1,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0
20000,9,12.0,22.22,0,1,0.0,0.0,0,0,0,0,4.0,136.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
100000,8,15.0,317.0,5,5,0.0,0.0,0,0,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22000,8,15.0,36.7,1,1,1.0,1.0,0,0,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
23000,14,11.0,37.32,1,1,1.0,0.0,0,1,0,0,3.7,107.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
30000,9,15.0,54.0,2,1,0.0,0.0,0,0,0,0,4.5,75.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
25000,7,15.0,27.0,0,1,1.0,0.0,0,0,0,0,4.4,25.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
55000,8,15.0,78.6,2,2,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
20000,15,15.0,200.0,4,3,0.0,1.0,1,1,1,2,5.0,2.0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
16000,14,22.0,25.7,0,1,1.0,0.0,0,0,0,0,4.2,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1
20000,4,31.0,29.0,0,1,1.0,1.0,0,0,0,2,4.6,1872.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
75000,3,15.0,105.0,2,2,1.0,0.0,1,1,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
15000,10,7.0,31.16,0,1,1.0,0.0,0,1,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
25000,0,11.0,41.0,1,1,1.0,0.0,0,1,0,0,5.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0
35000,4,15.0,39.0,1,1,0.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20000,10,3.0,22.93,1,1,1.0,0.0,1,0,0,0,4.2,85.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1
45000,7,19.0,49.0,1,1,1.0,0.0,1,1,1,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0
27000,4,4.0,50.0,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
38000,15,2.0,120.0,3,2,1.0,1.0,1,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25000,4,12.0,40.5,1,1,0.0,0.0,0,0,0,0,4.0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22000,9,15.0,24.0,0,1,1.0,1.0,1,0,0,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
18000,9,2.0,22.0,0,1,1.0,1.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
30000,4,15.0,43.0,1,1,1.0,1.0,1,0,1,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
20000,0,32.0,38.0,1,1,1.0,0.0,0,1,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
43000,7,17.0,49.0,1,1,1.0,1.0,1,1,0,0,4.0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0
20000,9,36.0,50.0,2,1,1.0,0.0,0,0,1,2,4.5,75.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
24000,7,11.0,27.0,0,1,1.0,0.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0
20000,14,29.0,26.0,0,1,1.0,0.0,0,0,0,0,4.4,77.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1
38000,9,25.0,62.0,3,2,1.0,0.0,0,1,0,1,4.4,265.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
20000,7,15.0,21.0,0,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0
45000,4,25.0,77.0,2,2,1.0,0.0,1,0,0,0,3.8,65.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
60000,6,15.0,67.0,2,3,1.0,0.0,0,1,1,0,5.0,2.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
25000,4,11.0,57.0,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0
150000,15,15.0,500.0,5,5,0.0,0.0,0,0,0,1,4.6,19.0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,6,15.0,28.0,1,1,1.0,1.0,0,1,0,2,4.4,126.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
90000,15,32.0,228.0,3,4,1.0,1.0,1,0,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
20000,9,30.0,29.0,1,1,1.0,0.0,0,1,1,1,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0
27000,7,20.0,27.0,0,1,1.0,1.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0
65000,4,5.0,110.0,3,3,1.0,0.0,0,0,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
15000,10,9.0,22.5,1,1,1.0,0.0,0,1,0,0,4.0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
28000,0,15.0,49.0,2,1,1.0,0.0,0,1,0,0,4.4,125.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
23000,9,18.0,22.0,0,1,1.0,0.0,1,0,0,0,4.5,6377.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
13000,9,32.0,21.5,1,1,1.0,0.0,1,0,0,0,4.3,86.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
35000,6,5.0,70.0,2,2,1.0,1.0,1,1,0,0,4.3,375.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
15500,14,7.0,25.0,0,1,1.0,0.0,0,0,0,0,4.2,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
14000,2,6.0,32.0,2,1,1.0,0.0,0,0,0,2,4.6,18.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
200000,15,15.0,650.0,6,5,0.0,0.0,0,0,0,2,5.0,2.0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,6,5.0,70.0,2,2,1.0,1.0,1,1,0,0,4.3,375.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
15500,14,7.0,25.0,0,1,1.0,0.0,0,0,0,0,4.2,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
14000,2,6.0,32.0,2,1,1.0,0.0,0,0,0,2,4.6,18.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
200000,15,15.0,650.0,6,5,0.0,0.0,0,0,0,2,5.0,2.0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000,7,15.0,84.0,2,2,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
30000,0,36.0,48.5,2,1,1.0,1.0,1,1,1,1,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
18000,4,29.0,38.0,0,1,1.0,1.0,1,0,1,2,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
70000,4,15.0,110.0,3,3,1.0,1.0,1,0,0,0,4.1,43.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
25000,7,15.0,27.0,0,1,1.0,1.0,0,0,0,0,4.0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0
18000,0,15.0,28.0,0,1,1.0,0.0,0,1,0,1,3.7,23.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
16000,2,10.0,25.0,0,1,1.0,0.0,0,1,0,0,4.3,192.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
17000,9,24.0,26.6,1,1,0.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35000,4,15.0,47.0,1,1,0.0,0.0,0,0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
18000,4,7.0,38.0,1,1,0.0,1.0,0,0,0,2,4.3,54.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
20000,14,30.0,24.0,0,1,1.0,0.0,0,0,0,0,4.4,77.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1
50000,3,17.0,61.0,1,1,1.0,0.0,0,1,0,0,4.4,44.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
75000,6,15.0,191.0,3,3,1.0,1.0,1,1,1,2,5.0,1.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0
22000,0,36.0,31.0,1,1,1.0,0.0,0,1,0,0,4.3,65.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0
45000,4,22.0,68.0,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0
50000,4,8.0,85.0,2,3,1.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0
13000,15,1.0,30.0,1,1,0.0,0.0,0,0,0,2,1.0,1.0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,7,15.0,24.0,1,1,1.0,0.0,0,0,0,0,4.3,396.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1
25000,7,15.0,27.0,0,1,1.0,0.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0
25000,6,17.0,34.0,0,1,1.0,0.0,1,0,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0
20000,9,15.0,22.4,0,1,1.0,1.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
30000,9,22.0,40.0,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
18000,6,8.0,21.0,0,1,1.0,0.0,0,0,1,0,4.2,9.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
18000,7,19.0,20.0,0,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,15,15.0,300.0,5,4,1.0,1.0,1,1,1,2,4.3070110701107005,66.5,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
33000,4,7.0,55.0,1,1,1.0,1.0,0,1,1,0,4.0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
80000,6,15.0,191.0,3,2,0.0,0.0,0,0,0,1,4.3,375.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60000,9,15.0,56.0,3,2,1.0,0.0,1,0,0,0,4.5,6377.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
23000,9,10.0,34.0,1,1,1.0,0.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1
22000,0,23.0,37.0,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0
110000,7,21.0,113.0,3,2,1.0,0.0,1,1,1,1,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
59800,4,18.0,118.0,3,3,1.0,1.0,0,0,0,0,3.8,65.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
22000,7,17.0,27.0,0,1,1.0,0.0,0,0,1,1,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
180000,0,15.0,133.0,2,2,1.0,1.0,0,0,0,0,4.7,5037.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
9500,15,2.0,22.0,0,1,1.0,0.0,1,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
45000,9,15.0,65.0,2,1,0.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
25000,9,18.0,36.0,1,1,1.0,1.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
22000,4,18.0,57.0,1,1,1.0,0.0,0,0,0,2,4.6,1872.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
25000,9,9.0,34.1,1,1,1.0,0.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
42000,9,22.0,56.0,2,1,1.0,0.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
22000,9,5.0,22.0,0,1,1.0,0.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0
19000,4,17.0,35.0,0,1,1.0,0.0,0,0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
30000,8,15.0,38.0,1,1,1.0,0.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
50000,6,15.0,48.0,2,1,1.0,0.0,1,1,1,1,4.3,375.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
16000,9,15.0,24.0,1,1,1.0,0.0,0,0,0,0,4.2,1574.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1
13000,14,16.0,30.0,1,1,1.0,0.0,0,0,0,0,3.7,107.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
22000,9,30.0,30.0,0,1,1.0,1.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0
25000,9,15.0,30.0,0,1,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
25000,0,6.0,45.0,2,1,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
20000,4,14.0,45.0,1,1,1.0,1.0,0,0,1,2,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
20000,12,35.0,28.0,1,1,1.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0
24880,9,33.0,30.0,1,1,1.0,0.0,1,1,0,0,4.6,16.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
65000,8,8.0,95.0,3,3,0.0,0.0,0,0,0,0,4.6,91.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
15000,10,9.0,22.5,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
45000,9,15.0,65.0,2,2,1.0,1.0,1,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
16000,2,6.0,20.0,0,1,1.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
16000,9,15.0,26.09,1,1,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
50000,4,24.0,89.0,2,2,0.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
55000,4,12.0,71.0,1,2,1.0,0.0,0,1,0,0,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1
220000,15,15.0,600.0,4,4,1.0,1.0,1,1,1,0,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
42000,7,8.0,47.0,1,1,0.0,0.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
80000,4,28.0,105.0,2,2,1.0,1.0,1,0,0,0,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
40000,4,18.0,73.0,2,2,1.0,1.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
40000,7,15.0,47.0,1,1,1.0,0.0,1,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0
20000,9,31.0,23.0,0,1,1.0,0.0,0,1,0,0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
35000,0,22.0,53.5,2,1,1.0,0.0,0,1,0,0,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
19000,14,42.0,24.0,0,1,0.0,0.0,0,0,0,0,3.5,101.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40000,8,26.0,63.0,2,1,1.0,1.0,0,1,0,0,4.2,14.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
25000,9,20.0,36.0,1,1,1.0,0.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1
19000,9,27.0,22.4,0,1,1.0,1.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
15000,7,16.0,21.0,0,1,1.0,0.0,0,0,0,0,2.2,9.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
18000,9,30.0,24.0,1,1,1.0,0.0,1,0,0,0,4.6,16.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
70000,0,15.0,83.0,2,2,1.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
65000,4,22.0,118.0,2,2,1.0,1.0,1,1,0,0,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
16000,9,15.0,22.0,0,1,0.0,0.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
160000,15,15.0,420.0,5,5,0.0,0.0,1,0,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
17000,9,24.0,22.0,0,1,1.0,0.0,0,0,0,0,5.0,2.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
200000,15,15.0,650.0,6,5,0.0,0.0,0,0,0,2,4.3070110701107005,66.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,8,15.0,82.95,2,2,1.0,1.0,1,1,1,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
