Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,Concierge,Jogging Trail,Play Room,Storage Space,Furnishing_Fully Furnished,Furnishing_Semi Furnished,Furnishing_Unfurnished
25000.0,48.5,2,1,1.0,0.0,0,1,4.7,185.0,1,0,1,1,1,1,1,1,0,1.0,0.0,0.0
14000.0,29.65,2,1,1.0,0.0,0,0,4.2,85.0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0
42000.0,56.0,2,1,1.0,1.0,1,1,4.3,66.5,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
9800.0,22.0,0,1,1.0,0.0,0,1,4.3,66.5,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
25000.0,28.0,0,1,1.0,0.0,1,0,4.4,25.0,1,0,0,1,1,1,0,0,0,0.0,0.0,1.0
28000.0,38.0,1,1,1.0,1.0,0,1,4.3,65.0,1,1,1,1,0,1,0,0,1,1.0,0.0,0.0
65000.0,88.0,2,3,1.0,0.0,1,1,4.5,13607.0,1,1,1,1,1,0,0,0,0,0.0,1.0,0.0
30000.0,55.0,2,1,1.0,0.0,1,1,4.3,66.5,1,0,1,1,0,0,1,1,0,0.0,1.0,0.0
26000.0,27.0,0,1,1.0,0.0,1,0,4.4,37.0,1,0,1,1,1,1,1,1,0,1.0,0.0,0.0
22000.0,39.2,1,1,0.0,0.0,0,0,4.0,23.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
16000.0,22.0,0,1,1.0,0.0,0,0,4.0,23.0,1,0,1,1,1,1,1,0,0,1.0,0.0,0.0
20000.0,29.5,2,1,1.0,0.0,0,0,4.2,85.0,1,0,1,0,0,1,1,0,0,1.0,0.0,0.0
40000.0,65.0,2,3,0.0,0.0,0,0,4.6,8478.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
26000.0,20.87,0,1,0.0,0.0,0,0,4.5,152.0,1,0,0,1,0,1,0,0,0,0.0,1.0,0.0
20000.0,21.0,0,1,1.0,0.0,0,0,3.9,87.0,1,0,0,1,1,0,0,0,0,1.0,0.0,0.0
25000.0,36.0,1,1,1.0,0.0,0,0,4.2,14.0,1,1,1,1,0,1,0,1,0,0.0,1.0,0.0
43000.0,49.0,1,1,0.0,0.0,0,0,4.4,37.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
40000.0,49.0,1,1,0.0,0.0,1,1,4.4,37.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
21000.0,33.0,0,1,0.0,0.0,0,0,3.8,6.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
25000.0,42.0,1,1,1.0,0.0,0,0,2.7,3.0,1,1,1,1,1,1,1,1,0,1.0,0.0,0.0
35000.0,36.0,1,1,1.0,1.0,1,0,4.5,152.0,1,1,1,1,0,1,0,0,1,1.0,0.0,0.0
150000.0,500.0,3,4,0.0,0.0,0,0,4.6,35.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
40000.0,48.5,1,1,1.0,0.0,0,0,4.1,36.0,1,1,1,1,0,1,0,0,0,1.0,0.0,0.0
22000.0,39.2,1,1,0.0,0.0,0,0,4.0,23.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
20000.0,30.08,1,1,0.0,0.0,0,0,4.1,254.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
28000.0,39.0,1,1,1.0,0.0,1,0,4.0,23.0,1,0,1,1,0,1,1,0,0,0.0,0.0,1.0
22000.0,29.0,1,1,1.0,0.0,0,1,4.7,185.0,1,0,1,1,0,1,1,0,0,1.0,0.0,0.0
24000.0,30.36,1,1,1.0,0.0,0,0,4.3,396.0,1,1,1,1,1,0,0,0,0,1.0,0.0,0.0
26000.0,66.5,2,1,1.0,1.0,0,1,4.8,16.0,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0
38000.0,47.0,1,1,1.0,0.0,1,0,4.4,37.0,1,0,1,1,0,1,1,0,0,0.0,1.0,0.0
18000.0,23.0,0,1,1.0,0.0,0,1,4.3,192.0,1,1,1,1,1,1,1,1,0,0.0,1.0,0.0
26000.0,36.0,1,1,1.0,1.0,0,0,4.2,14.0,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0
38000.0,63.0,2,2,1.0,1.0,0,1,4.2,14.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
16000.0,43.0,1,1,1.0,1.0,0,1,3.7,187.0,1,1,1,0,1,1,1,0,1,0.0,1.0,0.0
220000.0,450.0,4,4,1.0,1.0,1,1,4.6,35.0,0,1,1,0,1,1,1,1,1,1.0,0.0,0.0
18000.0,26.0,1,1,1.0,0.0,0,1,4.3,66.5,1,1,1,1,0,1,1,0,0,1.0,0.0,0.0
20000.0,24.6,0,1,1.0,0.0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,0,1.0,0.0,0.0
37000.0,42.3,1,1,1.0,0.0,1,1,4.3,66.5,1,1,1,1,0,1,0,0,0,1.0,0.0,0.0
20000.0,20.0,1,1,0.0,0.0,0,0,5.0,6.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
18000.0,31.0,1,1,1.0,0.0,0,1,4.1,83.0,1,1,0,1,0,1,0,0,0,0.0,1.0,0.0
220000.0,400.0,3,4,1.0,1.0,1,0,4.7,19.0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
25000.0,28.0,0,1,0.0,0.0,1,0,4.4,37.0,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0
95000.0,113.0,3,3,1.0,0.0,1,1,4.3,66.5,1,0,1,1,0,1,0,1,0,1.0,0.0,0.0
12000.0,18.51,0,1,1.0,0.0,0,0,4.2,85.0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0
15000.0,25.0,0,1,1.0,0.0,0,0,4.5,75.0,1,0,1,0,0,1,1,0,0,0.0,1.0,0.0
16500.0,22.4,0,1,1.0,0.0,1,0,4.0,23.0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0
11000.0,22.0,0,1,1.0,0.0,0,0,4.3,66.5,1,1,1,0,1,1,1,0,0,0.0,0.0,1.0
30000.0,45.0,1,1,1.0,1.0,0,0,4.3,66.5,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
25000.0,55.0,2,1,1.0,0.0,0,0,4.4,297.0,1,1,1,1,0,0,1,0,0,1.0,0.0,0.0
10000.0,33.0,0,1,1.0,0.0,0,1,4.3,66.5,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
15000.0,20.91,0,1,1.0,0.0,0,0,4.3,66.5,1,1,1,1,0,1,0,0,0,0.0,0.0,1.0
27000.0,34.0,0,1,1.0,1.0,1,0,4.4,126.0,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0
75000.0,103.0,3,2,1.0,0.0,1,1,4.5,839.0,1,0,1,1,0,0,0,0,0,0.0,0.0,1.0
22000.0,30.0,0,1,1.0,1.0,0,0,3.9,10.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
50000.0,61.0,1,1,1.0,0.0,1,0,4.4,44.0,1,1,1,1,0,0,0,1,0,1.0,0.0,0.0
25000.0,36.0,0,1,1.0,0.0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,0,1.0,0.0,0.0
9000.0,26.0,0,1,1.0,0.0,0,0,4.3,66.5,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0
35000.0,37.0,1,1,1.0,1.0,1,0,4.3,66.5,1,1,1,1,0,1,0,0,1,1.0,0.0,0.0
25000.0,32.0,0,1,1.0,0.0,0,0,4.3,23.0,1,0,1,1,0,1,1,0,0,1.0,0.0,0.0
20000.0,31.0,2,1,1.0,0.0,0,0,4.2,85.0,1,0,1,0,1,1,1,0,0,1.0,0.0,0.0
25000.0,35.0,0,1,1.0,0.0,1,0,4.4,120.0,1,1,1,1,1,1,1,1,0,1.0,0.0,0.0
78000.0,191.0,3,3,1.0,1.0,1,1,5.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
20000.0,21.0,0,1,1.0,0.0,0,0,3.9,87.0,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0
63000.0,73.0,2,2,1.0,1.0,0,0,4.5,152.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
28000.0,47.0,1,1,1.0,0.0,0,1,4.0,23.0,1,0,1,1,0,1,1,0,0,0.0,1.0,0.0
20000.0,22.22,0,1,0.0,0.0,0,0,4.0,136.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
100000.0,317.0,5,5,0.0,0.0,0,0,4.3,66.5,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
22000.0,36.7,1,1,1.0,1.0,0,0,4.3,66.5,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0
23000.0,37.32,1,1,1.0,0.0,0,1,3.7,107.0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0
30000.0,54.0,2,1,0.0,0.0,0,0,4.5,75.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
25000.0,27.0,0,1,1.0,0.0,0,0,4.4,25.0,1,1,1,1,1,0,0,0,0,1.0,0.0,0.0
55000.0,78.6,2,2,1.0,0.0,1,1,4.3,66.5,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0
20000.0,200.0,4,3,0.0,1.0,1,1,5.0,2.0,0,0,0,0,0,0,1,1,1,0.0,0.0,1.0
16000.0,25.7,0,1,1.0,0.0,0,0,4.2,185.0,1,1,0,1,0,1,0,0,0,1.0,0.0,0.0
20000.0,29.0,0,1,1.0,1.0,0,0,4.6,1872.0,1,0,1,1,0,1,0,0,1,0.0,0.0,1.0
75000.0,105.0,2,2,1.0,0.0,1,1,4.3,66.5,1,1,1,1,0,1,1,1,0,0.0,1.0,0.0
15000.0,31.16,0,1,1.0,0.0,0,1,4.3,66.5,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0
25000.0,41.0,1,1,1.0,0.0,0,1,5.0,2.0,1,0,1,1,0,1,1,1,0,1.0,0.0,0.0
35000.0,39.0,1,1,0.0,0.0,0,0,4.3,66.5,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
20000.0,22.93,1,1,1.0,0.0,1,0,4.2,85.0,1,1,1,0,0,0,1,0,0,1.0,0.0,0.0
45000.0,49.0,1,1,1.0,0.0,1,1,4.4,37.0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0
27000.0,50.0,1,1,1.0,0.0,0,0,4.3,66.5,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0
38000.0,120.0,3,2,1.0,1.0,1,1,4.3,66.5,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
25000.0,40.5,1,1,0.0,0.0,0,0,4.0,3.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
22000.0,24.0,0,1,1.0,1.0,1,0,1.0,1.0,1,0,0,1,0,1,0,1,1,1.0,0.0,0.0
18000.0,22.0,0,1,1.0,1.0,0,0,4.0,23.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
30000.0,43.0,1,1,1.0,1.0,1,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
20000.0,38.0,1,1,1.0,0.0,0,1,4.3,66.5,1,1,1,1,0,0,1,0,0,0.0,1.0,0.0
43000.0,49.0,1,1,1.0,1.0,1,1,4.0,3.0,1,1,1,1,0,1,1,0,1,1.0,0.0,0.0
20000.0,50.0,2,1,1.0,0.0,0,0,4.5,75.0,1,1,0,1,1,1,1,1,0,0.0,0.0,1.0
24000.0,27.0,0,1,1.0,0.0,0,0,4.4,37.0,1,0,1,1,1,1,1,1,0,1.0,0.0,0.0
20000.0,26.0,0,1,1.0,0.0,0,0,4.4,77.0,1,1,1,1,0,1,0,0,0,1.0,0.0,0.0
38000.0,62.0,3,2,1.0,0.0,0,1,4.4,265.0,1,1,1,1,0,1,0,0,0,0.0,1.0,0.0
20000.0,21.0,0,1,1.0,0.0,0,0,4.3,66.5,1,0,1,1,1,1,0,0,0,1.0,0.0,0.0
45000.0,77.0,2,2,1.0,0.0,1,0,3.8,65.0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0
60000.0,67.0,2,3,1.0,0.0,0,1,5.0,2.0,1,1,1,1,1,1,1,1,0,1.0,0.0,0.0
25000.0,57.0,1,1,1.0,0.0,0,0,4.3,66.5,0,0,1,1,0,1,0,0,0,1.0,0.0,0.0
150000.0,500.0,5,5,0.0,0.0,0,0,4.6,19.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
15000.0,28.0,1,1,1.0,1.0,0,1,4.4,126.0,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0
90000.0,228.0,3,4,1.0,1.0,1,0,4.3,66.5,0,1,1,1,1,1,1,1,1,0.0,1.0,0.0
20000.0,29.0,1,1,1.0,0.0,0,1,4.3,66.5,1,1,1,1,0,0,1,0,0,0.0,1.0,0.0
27000.0,27.0,0,1,1.0,1.0,0,0,4.4,37.0,1,1,1,1,1,1,1,0,1,1.0,0.0,0.0
65000.0,110.0,3,3,1.0,0.0,0,0,4.3,66.5,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0
15000.0,22.5,1,1,1.0,0.0,0,1,4.0,3.0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
28000.0,49.0,2,1,1.0,0.0,0,1,4.4,125.0,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0
23000.0,22.0,0,1,1.0,0.0,1,0,4.5,6377.0,1,1,1,0,0,1,0,0,0,1.0,0.0,0.0
13000.0,21.5,1,1,1.0,0.0,1,0,4.3,86.0,1,0,0,1,0,1,1,0,0,1.0,0.0,0.0
35000.0,70.0,2,2,1.0,1.0,1,1,4.3,375.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
15500.0,25.0,0,1,1.0,0.0,0,0,4.2,185.0,1,0,1,1,0,1,0,0,0,1.0,0.0,0.0
14000.0,32.0,2,1,1.0,0.0,0,0,4.6,18.0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0
200000.0,650.0,6,5,0.0,0.0,0,0,5.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
35000.0,70.0,2,2,1.0,1.0,1,1,4.3,375.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
15500.0,25.0,0,1,1.0,0.0,0,0,4.2,185.0,1,0,1,1,0,1,0,0,0,1.0,0.0,0.0
14000.0,32.0,2,1,1.0,0.0,0,0,4.6,18.0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0
200000.0,650.0,6,5,0.0,0.0,0,0,5.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
70000.0,84.0,2,2,1.0,0.0,1,1,4.3,66.5,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0
30000.0,48.5,2,1,1.0,1.0,1,1,4.3,66.5,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0
18000.0,38.0,0,1,1.0,1.0,1,0,4.4,165.0,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0
70000.0,110.0,3,3,1.0,1.0,1,0,4.1,43.0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0
25000.0,27.0,0,1,1.0,1.0,0,0,4.0,3.0,1,0,1,1,0,1,1,0,1,1.0,0.0,0.0
18000.0,28.0,0,1,1.0,0.0,0,1,3.7,23.0,1,0,1,1,0,1,1,1,0,0.0,1.0,0.0
16000.0,25.0,0,1,1.0,0.0,0,1,4.3,192.0,0,1,1,1,0,1,0,1,0,1.0,0.0,0.0
17000.0,26.6,1,1,0.0,0.0,0,0,4.3,66.5,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
35000.0,47.0,1,1,0.0,0.0,0,0,4.4,120.0,1,0,1,1,0,1,0,0,0,1.0,0.0,0.0
18000.0,38.0,1,1,0.0,1.0,0,0,4.3,54.0,1,1,1,1,0,1,1,0,1,0.0,0.0,1.0
20000.0,24.0,0,1,1.0,0.0,0,0,4.4,77.0,1,1,1,1,0,1,0,1,0,1.0,0.0,0.0
50000.0,61.0,1,1,1.0,0.0,0,1,4.4,44.0,1,0,0,1,0,1,0,0,0,1.0,0.0,0.0
75000.0,191.0,3,3,1.0,1.0,1,1,5.0,1.0,1,1,1,0,1,1,1,1,1,0.0,0.0,1.0
22000.0,31.0,1,1,1.0,0.0,0,1,4.3,65.0,1,0,1,1,0,1,0,0,0,1.0,0.0,0.0
45000.0,68.0,1,1,1.0,0.0,0,0,4.3,66.5,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0
